Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2017-06-30,209.91,209.91,207.85,208.19,1749132.0,0.0,1.0,208.70004022663997,208.70004022663997,206.65191444479998,206.98995462238,1749132.0
2017-06-29,211.05,211.05,207.08,207.85,1792372.0,0.0,1.0,209.83346905737,209.83346905737,205.88635286615002,206.65191444479998,1792372.0
2017-06-28,210.78,211.175,210.09,210.62,1532866.0,0.0,1.0,209.56502538694,209.95774853443,208.8790026736,209.40594765631002,1532866.0
2017-06-27,212.0,212.5,209.38,209.78,2226566.0,0.0,1.0,210.77799308298,211.27511099119,208.17309524393997,208.57078957051002,2226566.0
2017-06-26,212.79,213.47,212.31,212.61,1319058.0,0.0,1.0,211.56343937796,212.23951973313,211.08620618606997,211.384476931,1319058.0
2017-06-23,212.0,213.17,211.71,212.9,1493098.0,0.0,1.0,210.77799308298,211.9412489882,210.48966469622,211.67280531777,1493098.0
2017-06-22,212.73,213.12,212.09,212.22,1398732.0,0.0,1.0,211.50378522897,211.89153719738,210.86747430646,210.99672496258998,1398732.0
2017-06-21,214.02,214.02,212.09,212.86,1609653.0,0.0,1.0,212.78634943217,212.78634943217,210.86747430646,211.63303588511002,1609653.0
2017-06-20,213.45,214.57,213.05,213.36,1528215.0,0.0,1.0,212.2196350168,213.33317913119998,211.82194069022998,212.13015379332,1528215.0
2017-06-19,214.0,214.0,212.7,213.36,1567633.0,0.0,1.0,212.76646471584,212.76646471584,211.47395815448002,212.13015379332,1567633.0
2017-06-16,211.73,213.46,211.44,213.24,3407916.0,0.0,1.0,210.50954941253997,212.22957737496998,210.22122102577998,212.01084549535,3407916.0
2017-06-15,209.5,211.32,209.44,211.29,1590599.0,0.0,1.0,208.29240354191,210.10191272781003,208.23274939292,210.07208565331,1590599.0
2017-06-14,209.78,210.785,209.53,210.01,1577807.0,0.0,1.0,208.57078957051002,209.56999656602002,208.3222306164,208.79946380829,1577807.0
2017-06-13,207.58,209.665,207.55900000000003,209.11,1684945.0,0.0,1.0,206.38347077436,208.45645245161998,206.36259182222,207.9046515735,1684945.0
2017-06-12,207.06,208.42,205.5,207.39,2358406.0,0.0,1.0,205.86646814981998,207.21862886016004,204.31546027618998,206.19456596924,2358406.0
2017-06-09,206.0,206.97,205.64,206.93,1893115.0,0.0,1.0,204.8125781844,205.77698692634,204.45465329049,205.73721749368,1893115.0
2017-06-08,204.84,206.03,204.09,205.94,2441365.0,0.0,1.0,203.65926463735002,204.8424052589,202.91358777503,204.75292403542,2441365.0
2017-06-07,205.73,205.87,204.1,205.01,1880877.0,0.0,1.0,204.54413451397,204.68332752826998,202.92353013319,203.82828472614,1880877.0
2017-06-06,206.01,206.66,205.41,205.41,1455362.0,0.0,1.0,204.82252054257,205.46877382325002,204.22597905271,204.22597905271,1455362.0
2017-06-05,206.77,207.33,206.22,206.22,1247418.0,0.0,1.0,205.57813976306,206.13491182026002,205.03131006402,205.03131006402,1247418.0
2017-06-02,205.06,207.39,204.79,206.7,1830419.0,0.0,1.0,203.87799651696,206.19456596924,203.60955284653,205.50854325590998,1830419.0
2017-06-01,204.25,204.9,203.68,204.35,2347313.0,0.0,1.0,203.07266550564998,203.71891878633,202.50595109028998,203.1720890873,2347313.0
2017-05-31,202.73,204.47,202.27,204.47,2945091.0,0.0,1.0,201.56142706468003,203.29139738527002,201.10407858911998,203.29139738527002,2945091.0
2017-05-30,200.31,203.03,199.96,202.44,2168167.0,0.0,1.0,199.15537638892,201.85969780961003,198.80739385317003,201.27309867792,2168167.0
2017-05-26,199.14,200.69,198.9722,200.67,1409579.0,0.0,1.0,197.99212048369998,199.53318599917,197.8252877137,199.51330128284,1409579.0
2017-05-25,198.41,199.61,197.75,199.54,1460317.0,0.0,1.0,197.26632833771,198.45941131742,196.61013269886,198.38981481027,1460317.0
2017-05-24,198.49,198.53,197.28,197.49,1206374.0,0.0,1.0,197.34586720302,197.38563663568002,196.14284186513999,196.35163138659001,1206374.0
2017-05-23,198.73,198.97,197.52,197.73,1514189.0,0.0,1.0,197.58448379896,197.82310039491,196.38145846108998,196.59024798253998,1514189.0
2017-05-22,196.35,198.672,196.35,198.51,1835895.0,0.0,1.0,195.21820255586002,197.52681812161,195.21820255586002,197.36575191935,1835895.0
2017-05-19,196.3,196.3,194.45,195.8,1858172.0,0.0,1.0,195.16849076504,195.16849076504,193.32915450465,194.67137285682998,1858172.0
2017-05-18,194.5,195.82,193.54,195.24,1899375.0,0.0,1.0,193.37886629547,194.69125757316002,192.4243999117,194.11460079963,1899375.0
2017-05-17,195.39,195.91,194.72,194.84,1877028.0,1.175,1.0,194.26373617209,194.78073879663003,193.59759817507998,193.71690647306,1877028.0
2017-05-16,197.48,197.94,196.86,197.91,1180901.0,0.0,1.0,195.16473071091,195.61933763884,194.55199963413997,195.58968936093,1180901.0
2017-05-15,196.67,197.74,196.23,197.63,1458454.0,0.0,1.0,194.36422720738997,195.42168245278,193.92938579806,195.31297210044997,1458454.0
2017-05-12,195.9,197.12,195.86,196.57,1244271.0,0.0,1.0,193.60325474106997,194.80895137601001,193.56372370386,194.26539961436,1244271.0
2017-05-11,196.04,196.94,195.26,196.75,1659515.0,0.0,1.0,193.74161337131,194.63106170856003,192.9707581457,194.44328928181,1659515.0
2017-05-10,197.37,197.59,196.53,196.64,2247749.0,0.0,1.0,195.05602035858,195.27344106323997,194.22586857715,194.33457892948002,2247749.0
2017-05-09,199.36,199.36,197.53,197.96,1746292.0,0.0,1.0,197.02268945983002,197.02268945983002,195.21414450742,195.63910315744,1746292.0
2017-05-08,198.84,199.15,198.3,198.65,1575940.0,0.0,1.0,196.50878597608997,196.81515151447,195.97511697374,196.32101354933,1575940.0
2017-05-05,199.67,199.9,198.98,199.4,1630354.0,0.0,1.0,197.32905499820998,197.55635846218001,196.64714460632,197.06222049704,1630354.0
2017-05-04,198.3,199.54,197.76,199.51,2320839.0,0.0,1.0,195.97511697374,197.20057912728,195.44144797139,197.17093084937,2320839.0
2017-05-03,196.6,197.87,195.71,197.63,2339537.0,0.0,1.0,194.29504789227002,195.55015832371998,193.41548231432,195.31297210044997,2339537.0
2017-05-02,195.16,196.53,194.58,196.53,2463719.0,0.0,1.0,192.87193055267,194.22586857715,192.29873051311,194.22586857715,2463719.0
2017-05-01,195.5,195.73,194.47099999999998,194.81,1498522.0,0.0,1.0,193.20794436896,193.43524783293,192.19100843671,192.52603397707,1498522.0
2017-04-28,196.15,197.12,195.54,195.83,2460984.0,0.0,1.0,193.85032372363997,194.80895137601001,193.24747540617,193.53407542595002,2460984.0
2017-04-27,195.43,196.54,195.11,196.11,1770196.0,0.0,1.0,193.13876505384,194.23575133645,192.82251675616,193.81079268643,1770196.0
2017-04-26,195.7,196.9,194.99,195.0,2634154.0,0.0,1.0,193.40559955502,194.59153067134997,192.70392364452,192.71380640383,2634154.0
2017-04-25,193.99,195.61,192.36,195.13,4112662.0,0.0,1.0,191.71564771425,193.31665472128998,190.1047579479,192.84228227476,4112662.0
